               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 461,            0.017874,           0.0081978,           0.0018541,             0.97265,             0.96515,             0.98504,             0.70574,            0.021201,           0.0059206,           0.0022109,            0.000892,            0.000892,            0.000892
                 462,            0.018166,           0.0081611,           0.0017764,             0.97305,             0.96535,             0.98505,              0.7112,             0.02089,           0.0058715,            0.002214,           0.0008722,           0.0008722,           0.0008722
                 463,            0.017493,           0.0076289,            0.001654,             0.97273,             0.96515,             0.98395,             0.71157,            0.021174,           0.0058779,           0.0022182,           0.0008524,           0.0008524,           0.0008524
                 464,            0.017635,           0.0073789,           0.0015651,             0.97208,             0.96579,             0.98303,             0.71228,            0.021196,           0.0058642,           0.0022218,           0.0008326,           0.0008326,           0.0008326
                 465,            0.017571,           0.0080824,           0.0015237,             0.97167,             0.96688,             0.98108,             0.71146,            0.021082,           0.0058586,           0.0022075,           0.0008128,           0.0008128,           0.0008128
                 466,            0.018084,           0.0084482,           0.0022791,              0.9716,             0.96699,              0.9808,             0.70483,            0.021145,            0.005894,           0.0021937,            0.000793,            0.000793,            0.000793
                 467,            0.017179,           0.0080744,            0.001501,             0.97123,             0.96696,              0.9803,             0.70991,            0.020801,           0.0059118,           0.0021758,           0.0007732,           0.0007732,           0.0007732
                 468,            0.016987,           0.0074993,           0.0014767,             0.97098,             0.96643,              0.9803,             0.70409,            0.020882,            0.005948,           0.0021732,           0.0007534,           0.0007534,           0.0007534
                 469,            0.017723,           0.0073677,           0.0015375,             0.97023,             0.96661,             0.98053,             0.70877,            0.020784,            0.005969,           0.0021567,           0.0007336,           0.0007336,           0.0007336
                 470,            0.017899,           0.0084735,           0.0016752,             0.96998,             0.96673,             0.98028,             0.70947,            0.020983,           0.0059762,           0.0021336,           0.0007138,           0.0007138,           0.0007138
                 471,            0.017706,           0.0081736,             0.00189,             0.96037,             0.95862,              0.9761,             0.70605,            0.020866,           0.0059609,           0.0021079,            0.000694,            0.000694,            0.000694
                 472,            0.016838,           0.0079768,           0.0016891,             0.96061,             0.95862,             0.97642,             0.70769,            0.020887,           0.0059843,           0.0021093,           0.0006742,           0.0006742,           0.0006742
                 473,            0.017189,           0.0076932,           0.0016066,              0.9696,             0.96742,             0.98135,             0.70363,            0.020916,           0.0060125,           0.0021095,           0.0006544,           0.0006544,           0.0006544
                 474,            0.016778,            0.008131,           0.0014674,             0.96936,             0.96744,             0.98135,             0.70536,            0.020882,           0.0059915,           0.0021114,           0.0006346,           0.0006346,           0.0006346
                 475,            0.017258,           0.0081416,            0.001269,             0.96954,             0.96725,             0.98078,             0.70981,            0.021015,           0.0059802,           0.0021031,           0.0006148,           0.0006148,           0.0006148
                 476,            0.017403,           0.0079514,           0.0015863,             0.97015,             0.96705,             0.98078,             0.70887,            0.020979,           0.0059746,            0.002104,            0.000595,            0.000595,            0.000595
                 477,            0.018206,           0.0080624,           0.0017086,             0.97071,             0.96673,             0.98006,             0.70559,            0.021006,           0.0059843,           0.0020897,           0.0005752,           0.0005752,           0.0005752
                 478,            0.017137,           0.0074017,           0.0015326,             0.97079,             0.96659,             0.98006,             0.70892,            0.020973,           0.0059883,             0.00208,           0.0005554,           0.0005554,           0.0005554
                 479,            0.015928,           0.0074009,           0.0011483,             0.97107,             0.96626,             0.98006,             0.70993,            0.021057,           0.0060117,           0.0020776,           0.0005356,           0.0005356,           0.0005356
                 480,            0.017461,           0.0076311,           0.0014077,             0.97102,             0.96624,             0.98077,             0.71085,            0.020901,           0.0060109,           0.0020821,           0.0005158,           0.0005158,           0.0005158
                 481,             0.01741,            0.007801,           0.0018051,             0.97092,             0.96643,             0.98104,             0.70597,            0.020959,           0.0060254,           0.0020876,            0.000496,            0.000496,            0.000496
                 482,            0.017182,           0.0075053,           0.0015545,             0.97084,             0.96673,             0.98242,              0.7092,            0.021126,           0.0060407,           0.0020909,           0.0004762,           0.0004762,           0.0004762
                 483,            0.017189,           0.0083281,           0.0013424,             0.97079,             0.96698,             0.98243,             0.70865,            0.021044,           0.0060326,           0.0020943,           0.0004564,           0.0004564,           0.0004564
                 484,             0.01724,           0.0070746,           0.0013283,             0.97087,             0.96713,             0.98242,             0.71355,            0.020812,           0.0060117,           0.0021024,           0.0004366,           0.0004366,           0.0004366
                 485,             0.01653,            0.007766,             0.00156,             0.97124,             0.96719,             0.98287,              0.7091,             0.02076,           0.0059939,            0.002151,           0.0004168,           0.0004168,           0.0004168
                 486,            0.017416,           0.0080609,           0.0015544,             0.97122,             0.96707,             0.98244,             0.70883,            0.020836,           0.0059931,           0.0021586,            0.000397,            0.000397,            0.000397
                 487,            0.017339,            0.007368,           0.0014094,             0.97109,              0.9672,             0.98204,             0.71175,            0.020816,           0.0059786,           0.0021579,           0.0003772,           0.0003772,           0.0003772
                 488,            0.016573,           0.0075736,           0.0013836,             0.96195,             0.95846,             0.97819,             0.71607,            0.020828,           0.0059649,           0.0021675,           0.0003574,           0.0003574,           0.0003574
                 489,            0.017181,           0.0071781,           0.0012054,             0.96181,             0.95817,             0.97875,             0.71442,            0.020714,           0.0059432,           0.0021408,           0.0003376,           0.0003376,           0.0003376
                 490,            0.017077,           0.0079581,           0.0013775,             0.96172,             0.95848,             0.97866,             0.71438,            0.020585,           0.0059319,           0.0021143,           0.0003178,           0.0003178,           0.0003178
                 491,            0.016401,           0.0081902,           0.0012285,             0.96182,             0.95855,             0.97883,             0.71552,             0.02055,           0.0059311,           0.0021052,            0.000298,            0.000298,            0.000298
                 492,            0.016906,           0.0077049,           0.0016772,             0.97094,              0.9669,              0.9838,             0.71456,            0.020617,           0.0059375,           0.0021031,           0.0002782,           0.0002782,           0.0002782
                 493,            0.017205,           0.0082593,           0.0016623,             0.97089,              0.9668,             0.98338,             0.71281,            0.020742,           0.0059569,           0.0021033,           0.0002584,           0.0002584,           0.0002584
                 494,            0.016702,           0.0073024,           0.0017259,             0.97088,             0.96712,             0.98338,             0.71179,            0.020874,           0.0059665,           0.0021062,           0.0002386,           0.0002386,           0.0002386
                 495,              0.0171,           0.0077459,           0.0015653,              0.9708,             0.96728,             0.98382,             0.71596,            0.020836,           0.0059706,           0.0021088,           0.0002188,           0.0002188,           0.0002188
                 496,            0.016496,           0.0080403,           0.0012635,             0.96152,             0.95885,             0.97867,             0.71633,            0.020832,           0.0059657,           0.0021141,            0.000199,            0.000199,            0.000199
                 497,            0.016408,           0.0076372,           0.0014247,             0.96167,             0.95875,             0.97883,              0.7125,            0.020877,           0.0059665,           0.0021353,           0.0001792,           0.0001792,           0.0001792
                 498,            0.017768,           0.0080531,           0.0016848,             0.97106,             0.96696,             0.98338,             0.71411,            0.020869,           0.0059746,           0.0021358,           0.0001594,           0.0001594,           0.0001594
                 499,            0.016711,            0.007782,           0.0013852,             0.97135,             0.96682,             0.98338,             0.71011,            0.020852,           0.0059811,           0.0021358,           0.0001396,           0.0001396,           0.0001396
